qdate,price1,price2,price3,price4,price5
20001130,94.336,89.506,84.728,80.303,76.381
20001229,94.688,90.38,85.826,81.692,77.911
20010131,95.455,91.276,86.842,82.487,78.483
20010228,95.681,91.607,87.22,83.018,79.063
20010330,95.953,91.966,87.609,83.382,79.364
20010430,96.047,91.805,86.999,82.447,78.149
20010531,96.281,91.924,87.045,82.314,77.974
20010629,96.207,91.877,86.928,82.122,77.605
20010731,96.604,92.734,88.108,83.556,79.174
20010831,96.735,93.05,88.537,84.118,79.865
20010928,97.503,94.5,90.219,86.003,81.639
20011031,98.063,95.374,91.511,87.416,83.217
20011130,97.976,94.489,89.99,85.511,81.456
20011231,97.969,94.057,89.188,84.443,80.105
20020131,97.749,93.906,89.196,84.384,79.778
20020228,97.829,94.113,89.698,84.947,80.423
20020328,97.325,92.871,87.792,82.737,77.843
20020430,97.776,93.762,89.073,84.228,79.521
20020531,97.763,93.82,89.399,84.8,80.198
20020628,98.067,94.381,90.118,85.662,81.254
20020731,98.292,95.654,91.807,87.66,83.38
20020830,98.273,95.861,92.631,88.723,84.847
20020930,98.58,96.69,94.076,90.868,87.514
20021031,98.672,96.733,93.816,90.37,86.607
20021129,98.509,96.005,92.462,88.574,84.696
20021231,98.799,96.881,94.084,90.628,86.899
20030131,98.728,96.669,93.607,89.842,85.884
20030228,98.778,97.02,94.366,90.948,87.247
20030331,98.859,97.069,94.25,90.683,86.814
20030430,98.853,97.091,94.229,90.577,86.549
20030530,98.843,97.389,95.246,92.308,88.9
20030630,98.963,97.431,95.024,91.89,88.237
20030731,98.782,96.593,93.225,89.083,84.518
20030829,98.715,96.142,92.627,88.351,83.881
20030930,98.948,97.113,94.231,90.683,86.577
20031031,98.774,96.417,93.033,89.165,84.796
20031128,98.563,95.991,92.543,88.66,84.416
20031231,98.777,96.392,93.133,89.249,84.938
